voter_id,dim1,dim2,dim3,příjmení,jméno,kandidátka,klub,datum
6742,25.772522962413557,-6.490085765430995,-4.661348218463153,Smetana,Karel,SPOLU,KDU-ČSL,1. pol. 2023
6743,-33.467370058678775,5.025738000198609,3.4620702502918155,Stržínek,Robert,ANO2011,ANO,1. pol. 2023
6744,25.440030019378234,-4.055585488357938,-3.8298942317528173,Salvetr,Rudolf,SPOLU,ODS,1. pol. 2023
6745,-33.3050674131723,16.170000573991544,0.6510597758642582,Pošarová,Marie,SPD,SPD,1. pol. 2023
6746,26.51684403428057,4.119298525338682,-2.9379300360667817,Potůčková,Lucie,PirSTAN,STAN,1. pol. 2023
6747,25.700667288735573,-6.271434851983833,-6.498352923936927,Exner,Martin,PirSTAN,STAN,1. pol. 2023
6748,25.676577013858093,-4.188040498250344,-3.151411838394189,Fifka,Petr,SPOLU,ODS,1. pol. 2023
6749,-32.83155658291549,5.741142495774292,5.931614991995711,Fischerová,Romana,ANO2011,ANO,1. pol. 2023
6750,24.67196019043032,-5.929871707279909,-3.074201507229337,Flek,Josef,PirSTAN,STAN,1. pol. 2023
6751,25.47182128594471,-4.115325807249677,-3.7747435300471808,Haas,Karel,SPOLU,ODS,1. pol. 2023
6752,25.731893654215988,-5.964754644906072,-4.828713570452738,Hájek,Martin,PirSTAN,STAN,1. pol. 2023
6753,-33.14509458604173,6.280686814269932,4.756217032289638,Hanzlíková,Jana,ANO2011,ANO,1. pol. 2023
6754,25.95843738535451,-5.342567916780375,-2.810484447699463,Havel,Matěj Ondřej,SPOLU,TOP09,1. pol. 2023
6755,25.74421230837264,-4.751153200725204,-3.9770996935644307,Havránek,Jiří,SPOLU,ODS,1. pol. 2023
6756,-32.90653522984219,5.324406169364156,3.7557280442198455,Helebrant,Tomáš,ANO2011,ANO,1. pol. 2023
6757,25.38930984664006,-6.914531063504757,-5.882060286642506,Heller,Šimon,SPOLU,KDU-ČSL,1. pol. 2023
6758,-33.27180850509671,5.787373801403719,3.0499388162602745,Hendrych,Igor,ANO2011,ANO,1. pol. 2023
6759,25.49229238921687,-4.69649140039476,-1.9835310345436186,Hofmann,Jan,SPOLU,ODS,1. pol. 2023
6761,25.12540245405153,-5.917357756555758,8.011218580238515,Quittová,Petra,PirSTAN,STAN,1. pol. 2023
6762,25.705811410219948,-6.214237607024284,-3.8776579194700056,Pivoňka Vaňková,Pavla,PirSTAN,STAN,1. pol. 2023
6763,25.872458828985327,-5.48102948730893,-3.3450417706973083,Šebelová,Michaela,PirSTAN,STAN,1. pol. 2023
6764,25.711376428204783,-4.439407179017919,-4.184452717360869,Jílková,Marie,SPOLU,KDU-ČSL,1. pol. 2023
6765,25.619233690831987,-4.837808025361018,-1.4592777439256475,Kašník,Pavel,SPOLU,ODS,1. pol. 2023
6766,26.193785233165826,-6.672741815381668,-4.996724410108734,Olšáková,Eliška,PirSTAN,STAN,1. pol. 2023
6767,26.107529676861564,-5.758780431721168,-4.411425096713709,Opltová,Michaela,PirSTAN,STAN,1. pol. 2023
6768,25.937145774530194,-5.183278827329756,-3.095710766976658,Nový,Miloš,SPOLU,TOP09,1. pol. 2023
6769,26.899096465119893,5.643729670929245,-4.4261524816768265,Okamura,Hayato,SPOLU,KDU-ČSL,1. pol. 2023
6770,-32.236146066445684,-9.753885141059738,4.359883993414524,Oulehlová,Renata,ANO2011,ANO,1. pol. 2023
6771,25.308995071346057,-5.212114476820055,-1.6342686485355296,Naiclerová,Hana,PirSTAN,STAN,1. pol. 2023
6772,25.748351546576334,-4.886436900405577,-4.94989140270669,Müller,Tomáš,PirSTAN,STAN,1. pol. 2023
6773,-33.168256362732556,16.10331638866534,3.982811397149208,Kettner,Zdeněk,SPD,SPD,1. pol. 2023
6774,25.75455504142347,-6.416938776375895,-2.3962259883943413,Klíma,Pavel,SPOLU,TOP09,1. pol. 2023
6775,-33.79325291052446,7.193960668653325,7.847776861728814,Knechtová,Lenka,ANO2011,ANO,1. pol. 2023
6776,25.349662818073863,-5.842249687388042,-3.3369995190918074,Kocmanová,Klára,PirSTAN,Piráti,1. pol. 2023
6777,25.198353685607128,-6.508749290062223,-4.658759978264463,Kohajda,Michael,SPOLU,KDU-ČSL,1. pol. 2023
6778,25.89970459675476,-5.905584298701273,-4.906980591224748,Ochodnická,Martina,SPOLU,TOP09,1. pol. 2023
6779,26.189833908923113,-5.550945625427766,-5.448205583566346,Lochman,Ondřej,PirSTAN,STAN,1. pol. 2023
6780,-32.89843058478374,6.670376757085824,5.4468343544869375,Peštová,Berenika,ANO2011,ANO,1. pol. 2023
6781,25.499624140241963,-4.795450565378951,-3.63638881215056,Rataj,Michael,PirSTAN,STAN,1. pol. 2023
6782,-33.444416482554125,5.1021895811645495,4.9348299526331525,Ryba,Drahoslav,ANO2011,ANO,1. pol. 2023
6783,-33.275104786501714,16.138400982206253,4.758725131549972,Síla,Jan,SPD,SPD,1. pol. 2023
6784,25.114237510109486,-6.097367215546004,-6.512969897097684,Šimek,David,SPOLU,KDU-ČSL,1. pol. 2023
6785,-33.2497229587929,16.08496695408677,1.1742852864579414,Štefanová,Iveta,SPD,SPD,1. pol. 2023
6786,25.759377572555728,-4.463285454197411,-5.5799761040531175,Teleky,Róbert,SPOLU,KDU-ČSL,1. pol. 2023
6787,25.484036781702205,-3.4603325855902627,-0.5043834416692907,Turek,Libor,SPOLU,ODS,1. pol. 2023
6788,25.50487630164813,-6.8748462518932385,-4.052591048133767,Urbanová,Barbora,PirSTAN,STAN,1. pol. 2023
6789,25.99927163786451,-6.869257261543868,-4.4215769312617885,Vlček,Lukáš,PirSTAN,STAN,1. pol. 2023
6790,25.397685929465045,-5.378650556537957,-4.512753429452737,Voborská,Milada,PirSTAN,STAN,1. pol. 2023
6791,26.066410541733323,-5.190722617962223,-4.047078610252436,Vojtko,Viktor,PirSTAN,STAN,1. pol. 2023
6792,25.103108512870282,-4.342996677492669,-2.948363712981216,Vomáčka,Vít,SPOLU,ODS,1. pol. 2023
6793,25.68780288594779,-5.058952173750134,-3.959870367124973,Zajíčková,Renáta,SPOLU,ODS,1. pol. 2023
6794,25.536349304413577,-5.8954099021407185,-2.4351396281453486,Zborovský,Miroslav,SPOLU,KDU-ČSL,1. pol. 2023
6795,-33.12517656621505,16.92145032898157,5.14426805511099,Zlínský,Vladimír,SPD,SPD,1. pol. 2023
6796,25.78447993656971,-4.569237368661691,-3.4879184773574052,Zuna,Michal,SPOLU,TOP09,1. pol. 2023
6797,24.719628914112434,-3.1996708357279418,5.193211768800869,Balaš,Vladimír,PirSTAN,STAN,1. pol. 2023
6798,25.38481845864785,-7.186901246977078,-2.084594557626875,Hájek,Jiří,PirSTAN,STAN,1. pol. 2023
6799,25.461990720503753,-5.6953729776833315,0.07042316484268549,Kolář,Ondřej,SPOLU,TOP09,1. pol. 2023
6800,26.096145925065827,6.608750184586701,-1.8004407072829143,Král,Václav,SPOLU,ODS,1. pol. 2023
6801,25.23672051248462,-4.944766116897538,-4.215907427903582,Navrátil,Jiří,SPOLU,KDU-ČSL,1. pol. 2023
6802,25.959576787414083,-5.433261063355978,-3.7456803235522114,Svoboda,Pavel,SPOLU,TOP09,1. pol. 2023
6803,25.740757576660084,-5.341092591974166,-3.8684971883888646,Horák,Jiří,SPOLU,KDU-ČSL,1. pol. 2023
6804,25.026756252746015,-8.090579022457014,-4.863034932919069,Němečková Crkvenjaš,Zdenka,SPOLU,ODS,1. pol. 2023
6809,25.688840637709976,-6.161772486899183,-1.938898084250478,Levko,Jarmila,STAN,STAN,1. pol. 2023
4,28.559571844731888,9.06960463646813,20.420258989922978,Benda,Marek,SPOLU,ODS,2. pol. 2023
346,29.022606963777196,9.407093716504946,20.23308338817657,Bendl,Petr,SPOLU,ODS,2. pol. 2023
5226,29.144208244268672,9.170732247995657,19.965086319810528,Žáček,Pavel,SPOLU,ODS,2. pol. 2023
5332,29.148185362964362,9.58406771691635,19.853901112657176,Tesařík,Antonín,SPOLU,KDU-ČSL,2. pol. 2023
5379,29.787757504229983,9.915421634962506,20.751225778986846,Bauer,Jan,SPOLU,ODS,2. pol. 2023
5449,28.713813858236634,8.626442222428805,19.392802634889968,Carbol,Jiří,SPOLU,KDU-ČSL,2. pol. 2023
5459,-34.40848698083517,1.9064486531215186,-24.987568367798776,Fiala,Radim,SPD,SPD,2. pol. 2023
5477,-34.45385639888254,0.8905512384273795,-24.51794658410383,Lesenská,Vladimíra,SPD,SPD,2. pol. 2023
5700,29.048929438565395,8.899236792043741,20.122867130602756,Adamec,Ivan,SPOLU,ODS,2. pol. 2023
5899,27.572892596161154,9.817219690410091,17.837601331509667,Bureš,Jan,SPOLU,ODS,2. pol. 2023
5901,29.09383910028957,9.392763445703407,19.91483430971862,Cogan,Josef,PirSTAN,STAN,2. pol. 2023
5903,29.22757328072219,8.56044501529136,20.77436239127727,Černochová,Jana,SPOLU,ODS,2. pol. 2023
5911,-33.97460942786977,0.28801517817137734,-23.467638793213766,Foldyna,Jaroslav,SPD,SPD,2. pol. 2023
5914,27.614463924186136,9.605106194924598,19.153340758298523,Gazdík,Petr,PirSTAN,STAN,2. pol. 2023
5943,29.16426292535246,10.191702686139424,20.754750530972846,Langšádlová,Helena,SPOLU,TOP09,2. pol. 2023
5968,29.435336896888046,8.225198021422049,20.232465486682987,Staněk,Pavel,SPOLU,ODS,2. pol. 2023
5969,28.810326374190428,8.531355829732972,20.40724093322019,Stanjura,Zbyněk,SPOLU,ODS,2. pol. 2023
6007,29.674213122789556,9.74320065731094,20.87969434238737,Svoboda,Bohuslav,SPOLU,ODS,2. pol. 2023
6074,29.74613960734227,10.520698573367566,21.463192027344483,Fiala,Petr,SPOLU,ODS,2. pol. 2023
6079,28.790409423876405,8.159503243854326,20.428147940129644,Blažek,Pavel,SPOLU,ODS,2. pol. 2023
6105,-34.706040178476144,0.361522835806235,-25.15388658412734,Okamura,Tomio,SPD,SPD,2. pol. 2023
6138,29.039905392738692,10.545143581209159,20.269831044687994,Bělobrádek,Pavel,SPOLU,KDU-ČSL,2. pol. 2023
6143,-34.92480606930818,-13.764347710654247,-23.479665960841512,Berkovec,Stanislav,ANO2011,ANO,2. pol. 2023
6147,28.17692621164771,10.986277782718567,18.944562764471087,Pekarová Adamová,Markéta,SPOLU,TOP09,2. pol. 2023
6150,-33.87690426973799,-14.099016234565353,-24.375751764971632,Babiš,Andrej,ANO2011,ANO,2. pol. 2023
6154,29.53696559412435,10.248496040550645,20.797996904715347,Ženíšek,Marek,SPOLU,TOP09,2. pol. 2023
6158,-35.16461709537388,-14.104691263487597,-23.829398658610522,Rais,Karel,ANO2011,ANO,2. pol. 2023
6165,-31.06358498571265,-11.646999981688232,-20.90229490881955,Vondráček,Radek,ANO2011,ANO,2. pol. 2023
6166,-29.913636591565297,-13.165806512977555,-19.78225581298111,Volný,Jan,ANO2011,ANO,2. pol. 2023
6168,-34.312289596301426,-15.549818428901144,-23.15382422348223,Válková,Helena,ANO2011,ANO,2. pol. 2023
6172,-33.6886217679029,-13.958964685803018,-22.506644987373967,Okleštěk,Ladislav,ANO2011,ANO,2. pol. 2023
6176,28.977306610276163,9.515775880642472,19.889531085395046,Nováková,Nina,SPOLU,KDU-ČSL,2. pol. 2023
6177,-33.88604163021036,-15.438247819250233,-22.327372443011235,Balaštíková,Margita,ANO2011,ANO,2. pol. 2023
6178,28.93256893638025,8.947187336333133,19.89789956984453,Bartošek,Jan,SPOLU,KDU-ČSL,2. pol. 2023
6179,28.324058626039353,8.17437542194889,19.02857403366219,Benešík,Ondřej,SPOLU,KDU-ČSL,2. pol. 2023
6184,-34.42664419386115,-14.197485119424654,-23.12222249751686,Brabec,Richard,ANO2011,ANO,2. pol. 2023
6185,-35.25707902763976,-13.642168348740535,-23.732369639946672,Brázdil,Milan,ANO2011,ANO,2. pol. 2023
6190,-35.164681691050035,-16.101651471957737,-24.36104010454049,Faltýnek,Jaroslav,ANO2011,ANO,2. pol. 2023
6201,-33.9484406525657,-14.538019605386646,-23.341419409480565,Janulík,Miloslav,ANO2011,ANO,2. pol. 2023
6202,-35.47553520708387,-12.772725855731007,-23.89492499447124,Pokorná Jermanová,Jaroslava,ANO2011,ANO,2. pol. 2023
6205,29.39841075021665,10.050451701669548,20.786043831099448,Jurečka,Marian,SPOLU,KDU-ČSL,2. pol. 2023
6207,28.37483488111219,10.701055763143062,18.997901991681466,Kaňkovský,Vít,SPOLU,KDU-ČSL,2. pol. 2023
6209,-35.21256001358775,-12.353604578284285,-24.49774352291932,Kasal,David,ANO2011,ANO,2. pol. 2023
6211,-33.53283190071168,-14.219424311684719,-21.21550118473926,Kolovratník,Martin,ANO2011,ANO,2. pol. 2023
6214,28.741878785611487,9.62046403228691,20.13318792407031,Kovářová,Věra,PirSTAN,STAN,2. pol. 2023
6215,-33.97690135791857,-14.358142318690586,-22.508757328315,Kubíček,Roman,ANO2011,ANO,2. pol. 2023
6216,27.747367890347622,9.862237217923735,18.577920967615466,Kučera,Michal,SPOLU,TOP09,2. pol. 2023
6225,-34.427726200990286,-13.866196207065808,-23.248631984248295,Pastuchová,Jana,ANO2011,ANO,2. pol. 2023
6240,-32.14168136673743,-14.992423441047833,-21.098363732871604,Tureček,Karel,ANO2011,ANO,2. pol. 2023
6246,-35.18640029148177,-13.737565017364316,-23.486773749523895,Kott,Josef,ANO2011,ANO,2. pol. 2023
6254,-34.67026376847501,-14.062717182363121,-22.888513092323503,Adámková,Věra,ANO2011,ANO,2. pol. 2023
6292,29.417984950697228,10.114631002627373,20.399690629271685,Golasowská,Pavla,SPOLU,KDU-ČSL,2. pol. 2023
6409,-35.032178302075536,-13.99252532639566,-23.496312435205596,Petrtýl,František,ANO2011,ANO,2. pol. 2023
6418,28.357702164928753,9.879066548631611,19.104292883526366,Skopeček,Jan,SPOLU,ODS,2. pol. 2023
6428,-34.78962634523124,-14.160370343453561,-23.784090028624593,Babišová,Andrea,ANO2011,ANO,2. pol. 2023
6430,-34.71528605137154,-14.538936741352607,-23.32930660139969,Dostálová,Klára,ANO2011,ANO,2. pol. 2023
6431,-35.110934894379,-10.994361650284253,-23.431939487994757,Dražilová,Lenka,ANO2011,ANO,2. pol. 2023
6433,27.074186185104224,10.27645243444632,18.224598013980987,Bartoš,Ivan,PirSTAN,Piráti,2. pol. 2023
6435,29.5819505017562,9.885748462821805,21.029920381069093,Baxa,Martin,SPOLU,ODS,2. pol. 2023
6436,28.147136188107943,9.870688374174598,19.03088445631265,Beitl,Petr,SPOLU,ODS,2. pol. 2023
6437,-34.70729925478531,-15.209507489606246,-23.46666400303297,Bělica,Josef,ANO2011,ANO,2. pol. 2023
6438,28.58730867785388,10.325493826747891,19.30794511363304,Blaha,Stanislav,SPOLU,ODS,2. pol. 2023
6441,-33.61022228945981,-16.132534599478763,-22.71048108928046,Bžoch,Jaroslav,ANO2011,ANO,2. pol. 2023
6445,-34.116933284870775,7.027731865074925,-24.100070511867333,Dvořák,Jaroslav,SPD,SPD,2. pol. 2023
6447,-34.680003443991815,-14.5262225632561,-23.089725865782555,Farhan,Kamal,ANO2011,ANO,2. pol. 2023
6448,-34.96542174569882,-12.338440192009386,-23.837718471964767,Feranec,Milan,ANO2011,ANO,2. pol. 2023
6451,-35.10242019999062,-15.50647516584303,-23.57220493775016,Fridrich,Stanislav,ANO2011,ANO,2. pol. 2023
6455,-34.09829635203738,1.4886310071793956,-24.109468265798085,Hrnčíř,Jan,SPD,SPD,2. pol. 2023
6457,-34.62699080339764,-13.8977927474881,-23.72993672468251,Fialová,Eva,ANO2011,ANO,2. pol. 2023
6458,-34.856003186627014,-14.64405638320511,-23.088962736370462,Jáč,Ivan,ANO2011,ANO,2. pol. 2023
6459,29.067297692420937,9.293598737373323,19.86833528709257,Janda,Jakub,SPOLU,ODS,2. pol. 2023
6463,-34.29919538303237,-16.228689359664003,-23.461807971191657,Juchelka,Aleš,ANO2011,ANO,2. pol. 2023
6466,29.604501850094636,8.191044551088002,20.182880793663877,Krutáková,Jana,PirSTAN,STAN,2. pol. 2023
6468,-35.067357910867884,-14.508528838891413,-23.392282805164836,Malá,Taťána,ANO2011,ANO,2. pol. 2023
6469,-34.32204975248019,1.0503129590413076,-24.624998971396494,Maříková,Karla,SPD,SPD,2. pol. 2023
6471,-35.23329484257216,-15.689400894579604,-24.379188884515926,Mračková Vildumetzová,Jana,ANO2011,ANO,2. pol. 2023
6473,28.18134925462178,9.985663264660069,19.62053351211252,Richterová,Olga,PirSTAN,Piráti,2. pol. 2023
6474,-34.96871892515079,-14.428525427987474,-23.63276073104552,Ožanová,Zuzana,ANO2011,ANO,2. pol. 2023
6475,-35.24172393835012,-14.722362436132519,-23.703529572460116,Oborná,Monika,ANO2011,ANO,2. pol. 2023
6477,28.312154919660603,9.014419489122005,19.70113644040213,Michálek,Jakub,PirSTAN,Piráti,2. pol. 2023
6479,-34.486788583965705,0.45674025596124407,-24.7887483253673,Šafránková,Lucie,SPD,SPD,2. pol. 2023
6482,29.066898655639537,9.267636647547386,20.96307701120892,Válek,Vlastimil,SPOLU,TOP09,2. pol. 2023
6484,-34.55630403746913,-14.13259385041812,-23.105718188661932,Štolpa,David,ANO2011,ANO,2. pol. 2023
6486,29.463407248255745,9.636605210983552,20.324337676278095,Munzar,Vojtěch,SPOLU,ODS,2. pol. 2023
6487,-33.68475144108528,-14.194291286459123,-22.773468751951466,Nacher,Patrik,ANO2011,ANO,2. pol. 2023
6490,-35.45549562764139,-15.357940319038356,-24.003128190059325,Vrána,Petr,ANO2011,ANO,2. pol. 2023
6492,28.0759974761398,9.992770913187407,21.533810162173143,Vondrák,Ivo,ANO2011,Nezařazení,2. pol. 2023
6495,-34.904723492100366,1.595936753585294,-25.268840875733403,Vích,Radovan,SPD,SPD,2. pol. 2023
6500,-33.79212733862284,-13.101617826978034,-22.294024925603328,Richter,Jan,ANO2011,ANO,2. pol. 2023
6503,-35.69057363892557,-2.2587434364168315,-25.276253388761486,Kobza,Jiří,SPD,SPD,2. pol. 2023
6505,-35.154642941648376,-15.994983487778246,-24.38923083235587,Špičák,Julius,ANO2011,ANO,2. pol. 2023
6506,-35.032821819026935,-14.565050897582887,-23.6434821534875,Kohoutek,Tomáš,ANO2011,ANO,2. pol. 2023
6508,-34.289763292176374,1.3767473057059878,-24.472963090173486,Koten,Radek,SPD,SPD,2. pol. 2023
6509,-34.1496939299145,-15.344456680879956,-21.72224469774617,Králíček,Robert,ANO2011,ANO,2. pol. 2023
6510,28.865453601120084,9.633498810849627,20.23488537814365,Krejza,Karel,SPOLU,ODS,2. pol. 2023
6511,-34.80734496610063,-14.889450326929886,-23.892273151119436,Kubík,Jan,ANO2011,ANO,2. pol. 2023
6513,28.00650531188221,10.534907758204225,18.893709544864432,Výborný,Marek,SPOLU,KDU-ČSL,2. pol. 2023
6515,-35.461358103431216,-14.2895213942581,-23.91524914459139,Strýček,Jiří,ANO2011,ANO,2. pol. 2023
6518,-34.691184731668066,-14.431159613788566,-23.477396959337288,Sadovský,Petr,ANO2011,ANO,2. pol. 2023
6520,-33.51222168242283,-15.176120999119105,-20.99032352962729,Růžička,Pavel,ANO2011,ANO,2. pol. 2023
6521,-34.19610406089905,0.49057520282317946,-24.306569253602934,Rozvoral,Radek,SPD,SPD,2. pol. 2023
6523,-34.66476818186342,-14.354449385431186,-23.78622895608737,Ratiborský,Michal,ANO2011,ANO,2. pol. 2023
6524,29.663179197753593,9.095637978196658,21.123158299055262,Rakušan,Vít,PirSTAN,STAN,2. pol. 2023
6527,-33.824108583631784,-14.52116580513102,-22.584130909502097,Pražák,David,ANO2011,ANO,2. pol. 2023
6533,-30.174441586919134,-13.35207358478403,-18.669995337933933,Novák,Marek,ANO2011,ANO,2. pol. 2023
6534,-34.265554800548394,-14.352214611667774,-23.532695902583004,Mašek,Jiří,ANO2011,ANO,2. pol. 2023
6538,29.279940932794293,7.948509056142125,20.47271167329174,Kupka,Martin,SPOLU,ODS,2. pol. 2023
6544,-34.92680162444261,-15.892430018193764,-23.604087074562152,Metnar,Lubomír,ANO2011,ANO,2. pol. 2023
6545,-35.25173676356933,-14.831442030615966,-23.646452013847938,Schillerová,Alena,ANO2011,ANO,2. pol. 2023
6555,28.582293708890948,9.15554838108064,19.833171881169303,Philipp,Tom,SPOLU,KDU-ČSL,2. pol. 2023
6621,-34.16905703979715,-13.793733947271493,-23.30182649563184,Havlíček,Karel,ANO2011,ANO,2. pol. 2023
6623,-34.298818442287555,-14.109462923620912,-22.870714631749056,Babka,Ondřej,ANO2011,ANO,2. pol. 2023
6687,29.225349418852975,9.75730596338849,20.271983893059613,Jakob,Jan,SPOLU,TOP09,2. pol. 2023
6719,29.003044114903535,8.147770894382957,20.210020988492186,Bačíková,Jana,SPOLU,ODS,2. pol. 2023
6720,28.078566491317464,9.968082746066944,19.212148483931973,Bělohlávková,Romana,SPOLU,KDU-ČSL,2. pol. 2023
6721,29.030440790192753,6.267698262537418,19.565475610403702,Bělor,Roman,PirSTAN,STAN,2. pol. 2023
6722,28.32546215881937,8.995913614884229,19.47953999758348,Berki,Jan,PirSTAN,STAN,2. pol. 2023
6723,-35.087275917751924,-14.961869673210016,-24.092231020155754,Berkovcová,Jana,ANO2011,ANO,2. pol. 2023
6724,29.624245449767734,10.638995328065533,20.698639604980954,Bernard,Josef,PirSTAN,STAN,2. pol. 2023
6725,-34.703752530105,-14.262663384835388,-22.98472571514609,Brož,Lubomír,ANO2011,ANO,2. pol. 2023
6726,-34.25691698242642,0.737724031989899,-24.341029237661935,Černý,Oldřich,SPD,SPD,2. pol. 2023
6727,28.966382246644766,8.832221924671957,20.40556350231017,Decroix,Eva,SPOLU,ODS,2. pol. 2023
6728,29.38513403434054,8.813485724236902,19.929593589548567,Dubský,Tomáš,PirSTAN,STAN,2. pol. 2023
6729,29.16861126619716,9.80772231333539,19.931133373447746,Dufek,Aleš,SPOLU,KDU-ČSL,2. pol. 2023
6730,-34.88007335725032,-14.390397200564381,-23.199786195925636,Wenzl,Lubomír,ANO2011,ANO,2. pol. 2023
6731,-34.21368656692923,-14.657572736885971,-23.072672183059787,Wenzl,Milan,ANO2011,ANO,2. pol. 2023
6732,-34.194267200743106,-15.286729433477616,-22.883594642008173,Mádlová,Ivana,ANO2011,ANO,2. pol. 2023
6733,29.034253287242084,9.203422646974264,20.006740343396984,Major,Martin,SPOLU,ODS,2. pol. 2023
6734,28.741074699410266,7.239182825807627,19.455843484613297,Liška,Petr,PirSTAN,STAN,2. pol. 2023
6735,27.49992664554169,8.76322309818853,19.464681959025302,Kuchař,Jan,PirSTAN,STAN,2. pol. 2023
6736,-35.21381499193854,-13.798228533366279,-23.561826389887308,Kukla,Martin,ANO2011,ANO,2. pol. 2023
6737,29.42710551801091,9.063499077165245,20.44268330983946,Lacina,Jan,PirSTAN,STAN,2. pol. 2023
6738,-35.12126766874669,-14.30138629810546,-23.39719643098392,Lang,Hubert,ANO2011,ANO,2. pol. 2023
6739,29.098831377129578,8.831285207728461,20.148439341638436,Letocha,Petr,PirSTAN,STAN,2. pol. 2023
6740,-34.27148917703059,1.0939323602922455,-24.596632988613592,Sládeček,Karel,SPD,SPD,2. pol. 2023
6741,29.009855089499254,9.778175959961464,19.79106451745376,Slavík,Jiří,SPOLU,TOP09,2. pol. 2023
6742,28.973977420403298,9.058859131882995,19.99341550719132,Smetana,Karel,SPOLU,KDU-ČSL,2. pol. 2023
6743,-34.927061261790406,-14.503789531950448,-23.310130394913607,Stržínek,Robert,ANO2011,ANO,2. pol. 2023
6744,28.953422429911218,9.55616807053434,19.862697263228238,Salvetr,Rudolf,SPOLU,ODS,2. pol. 2023
6745,-34.2333940606767,2.2116745472576884,-24.604992417481558,Pošarová,Marie,SPD,SPD,2. pol. 2023
6746,29.128312239506073,6.714833734101464,19.82904455064712,Potůčková,Lucie,PirSTAN,STAN,2. pol. 2023
6747,28.5326191254219,10.016204811643393,18.97935787648408,Exner,Martin,PirSTAN,STAN,2. pol. 2023
6748,29.340335651493145,8.385709012394955,20.193028883563176,Fifka,Petr,SPOLU,ODS,2. pol. 2023
6749,-34.65083389848835,-15.212927443494252,-23.29273060225785,Fischerová,Romana,ANO2011,ANO,2. pol. 2023
6750,26.856669361651353,8.775492094805736,17.068976844181933,Flek,Josef,PirSTAN,STAN,2. pol. 2023
6751,29.192945400521406,9.3387253693681,19.98246295384973,Haas,Karel,SPOLU,ODS,2. pol. 2023
6752,29.30844239057497,9.654583709374263,20.04356921155844,Hájek,Martin,PirSTAN,STAN,2. pol. 2023
6753,-35.84622078282687,-13.523542689958422,-24.616239570438896,Hanzlíková,Jana,ANO2011,ANO,2. pol. 2023
6754,28.30458662842624,10.65196171817633,18.782654381680743,Havel,Matěj Ondřej,SPOLU,TOP09,2. pol. 2023
6755,29.139903136151695,9.640866568797758,20.112732687622536,Havránek,Jiří,SPOLU,ODS,2. pol. 2023
6756,-34.91901971255399,-14.151887293037563,-23.571511499734562,Helebrant,Tomáš,ANO2011,ANO,2. pol. 2023
6757,28.295637280225787,9.505704081037273,19.67086715180515,Heller,Šimon,SPOLU,KDU-ČSL,2. pol. 2023
6758,-35.03671963387521,-14.6734845589448,-23.37669485026613,Hendrych,Igor,ANO2011,ANO,2. pol. 2023
6759,28.985190593287857,9.055666132973567,19.97690488385609,Hofmann,Jan,SPOLU,ODS,2. pol. 2023
6761,29.297233778375574,8.045404496886588,20.23418241807781,Quittová,Petra,PirSTAN,STAN,2. pol. 2023
6762,29.444537387104486,9.34314594119349,20.193673493968983,Pivoňka Vaňková,Pavla,PirSTAN,STAN,2. pol. 2023
6763,29.48143837444757,10.05964607236683,20.449922013857588,Šebelová,Michaela,PirSTAN,STAN,2. pol. 2023
6764,28.60096319743028,9.316306966842568,19.835348633723253,Jílková,Marie,SPOLU,KDU-ČSL,2. pol. 2023
6765,29.45580104488805,10.32635038734311,20.628984939400677,Kašník,Pavel,SPOLU,ODS,2. pol. 2023
6766,28.48253692983392,9.088832563589463,19.88336182763465,Olšáková,Eliška,PirSTAN,STAN,2. pol. 2023
6767,29.292872304353413,8.224938366139414,20.065408305634318,Opltová,Michaela,PirSTAN,STAN,2. pol. 2023
6768,28.91623333489294,9.57048777913513,19.80609009574839,Nový,Miloš,SPOLU,TOP09,2. pol. 2023
6769,29.30606491012554,10.041854548785595,20.245854324046434,Okamura,Hayato,SPOLU,KDU-ČSL,2. pol. 2023
6770,-34.84465040621456,-15.86798791657752,-22.41773152394349,Oulehlová,Renata,ANO2011,ANO,2. pol. 2023
6771,28.944818084213342,9.104182340607622,19.88918265842073,Naiclerová,Hana,PirSTAN,STAN,2. pol. 2023
6772,29.249789508238575,9.400323388104903,19.959081968803243,Müller,Tomáš,PirSTAN,STAN,2. pol. 2023
6773,-34.408121983610485,1.8414265425004024,-24.859232643267614,Kettner,Zdeněk,SPD,SPD,2. pol. 2023
6774,28.46275356612472,10.003515059459218,18.939266778965575,Klíma,Pavel,SPOLU,TOP09,2. pol. 2023
6775,-34.88566118222403,-14.888962126521635,-23.503573185031687,Knechtová,Lenka,ANO2011,ANO,2. pol. 2023
6776,28.128770344275264,9.59777164846926,19.452681874599556,Kocmanová,Klára,PirSTAN,Piráti,2. pol. 2023
6777,28.327150707161994,10.100344949108793,18.478900840224995,Kohajda,Michael,SPOLU,KDU-ČSL,2. pol. 2023
6778,29.115369253287994,9.645061404127771,19.938854818757296,Ochodnická,Martina,SPOLU,TOP09,2. pol. 2023
6779,29.245080637227066,8.970393295130041,20.283849833000573,Lochman,Ondřej,PirSTAN,STAN,2. pol. 2023
6780,-34.2863567617379,-13.262866463814829,-23.57832556137006,Peštová,Berenika,ANO2011,ANO,2. pol. 2023
6781,28.75056294425703,9.122113358463977,19.507342607571218,Rataj,Michael,PirSTAN,STAN,2. pol. 2023
